,location,title,company,salary,summary,rating,JT
14376,Maharashtra,DevOps Engineer,SailPoint,NA,"
Strong interpersonal and teaming skills - ability to set and enforce process and influence engineers who are not direct reports.
",4.1,devops+engineer
14377,"Vadodara, Gujarat",newDev Ops Engineer,Intricare Technologies,NA,"
Planning the team structure, activities, and involvement in project management activities.
Managing stakeholders and external interfaces.
",4.5,devops+engineer
14378,"Hyderabad, Telangana",ONSITE | Tibco iProcess & Devops Engineer,Squalas,NA,"
We have an opening in EUROPE where the client is looking for a longterm DevOps position with good Tibco iProcess track of record.
",NA,devops+engineer
14379,"Pune, Maharashtra",Azure DevOps Engineer,Splashgain,NA,"
Deep understanding of the Software Development Lifecycle.
Working Knowledge of Azure Build Pipelines, Cloud structure, virtual machine, App Services is…
",NA,devops+engineer
14380,"New Delhi, Delhi",Devops Engineer,TLC,NA,"
Provide solutions to implement Continuous integration & continuous deployment solutions for the project.
Install and optimizing tools on cloud infrastructure…
",3.6,devops+engineer
14381,"Pune, Maharashtra",DevOps Engineer,SAS Institute Inc,NA,"
You will help with the deployment of SAS software developed and ready for cloud, you will be joining a friendly team with a broad range of experience.
",NA,devops+engineer
14382,"Ahmedabad, Gujarat",DevOps Engineer,Green Apex Technolabs LLP,"₹16,421 - ₹62,000 a month","
Working with software developers and software engineers to ensure that development follows established processes and works as intended.
",NA,devops+engineer
14383,"Mumbai, Maharashtra",Senior Devops Engineer,mediaagility,NA,"
B.Tech/BE degree in IT/Computer Science or equivalent work experience.
Test, build, design, deployment, and ability to maintain continuous integration and…
",3.5,devops+engineer
14384,"Gurgaon, Haryana",DevOps Engineer,Daffodil Software,NA,"
Implement best practices for code management, build, deploy and release across multiple teams/products in CI /CD model.
",3.9,devops+engineer
14385,"Mumbai, Maharashtra",DevOps Engineer,Numerix Singapore Pte Ltd,NA,"
Collaborate with other engineers and analysts on design, task sharing, and problem solving.
Manage production, pre-production and non-production environments…
",NA,devops+engineer
14386,"Kolkata, West Bengal",Senior DevOps Engineer,Interra IT,NA,"
At least 4-year experience as an AWS DevOps engineer.
Proactive ownership and problem-solving attitude.
Must be a good communicator to ensure proper daily…
",3.0,devops+engineer
14387,"Bengaluru, Karnataka","Support(DevOps) Engineer, Datapath",ADCI - Karnataka,NA,"
DevOps / Engineering background with 1+ years of industry experience.
The ability to program to solve problems and automate repetitive tasks in common scripting…
",3.5,devops+engineer
14388,"Chennai, Tamil Nadu",DevOps Engineer (Operating Systems),PayPal,NA,"
Good experience working with engineers distributed across geographies and timezones; ability to naturally lead and collaborate across very diverse teams.
",3.9,devops+engineer
14389,"Mohali, Punjab",DevOps Engineer,Anviam Solutions Pvt Limited,NA,"
We are looking for a DevOps Engineer to help us build functional systems that improve customer experience.
Strong hands-on knowledge of setting up production,…
",NA,devops+engineer
14390,"Navi Mumbai, Maharashtra",Senior Engineer DevOps,Reserve Bank Information Technology Private...,NA,"
Configure server images, optimize the task performance in correspondence with the engineers.
The role is part of Project Management vertical.
",NA,devops+engineer
14391,"Gurgaon, Haryana",DevOps Engineer,ColoredCow,NA,"
This platform will allow NGOs to focus on their root cause activities so that their work can have a larger impact.
Work during the day and read by night.
",NA,devops+engineer
14392,"Hyderabad, Telangana",DeVops- Analyst/Sr. Anlayst,Deloitte,NA,"
Candidates with awareness of Azure cloud services, DevOps practices such as build/release management and general automation are preferred.
",4.0,devops+engineer
14393,"Remote in Gurgaon, Haryana",AWS / DevOPS Engineer,Swaran Soft Support Solutions,NA,"
Employment Type:- Full Time, Permanent.
The AWS Cloud/Devops Engineer will be working with the engineering team and focusing on AWS infrastructure and…
",NA,devops+engineer
14394,"Kochi, Kerala",DevOps Engineer,CCS Technologies,NA,"
3-6 years of experience with technologies like AWS/Azure/GCP, Relational or NoSQL Databases, micro services.
Design & Develop Software Delivery mechanism (CI/CD…
",3.9,devops+engineer
14395,"Gurgaon, Haryana",DevOps Engineer,ZM Financial Systems,NA,"
Our data, analytical solutions and insights help decision-makers identify opportunities and manage the risks of doing business with others.
",NA,devops+engineer
14396,"Chennai, Tamil Nadu","Software Development Engineer – Applications, DevOps",ViaSat,NA,"
You are a capable self-starter, self-motivated software engineer, focused in software development methods including Agile/Scrum.
",3.7,devops+engineer
14397,"Chennai, Tamil Nadu",Senior DevOps Engineer,Workato,NA,"
You will collaborate with UI, connectivity and devops teams to come up with elegant solutions to complex problems.
5+ years of industry experience.
",NA,devops+engineer
14398,"Bengaluru, Karnataka",newSenior/Staff- Devops Engineer,Lifesight Global,NA,"
Software engineers with a bent towards Operations engineering or vice versa.
Engineers (SRE) engineers within its Big Data ecosystem to build the next…
",NA,devops+engineer
14399,"Pune, Maharashtra",Senior DevOps Engineer,Cyara,NA,"
Through automated testing and monitoring, Cyara accelerates the delivery of flawless customer journeys across digital and voice channels while reducing the risk…
",NA,devops+engineer
14400,"Chennai, Tamil Nadu",newLead Analyst - Azure DevOps,CGI Inc,NA,"
Experience - 7 to 10 Years (Azure DevOps Engineer 3- 5 yrs).
Should have minimum 2 to 4 years as Senior Developer Engineer working on Azure DevOps tools.
",3.6,devops+engineer
14401,"Delhi, Delhi+2 locations",Devops Engineer,HR Devi and Associates,"₹5,00,000 - ₹6,00,000 a year","
As a high caliber DevOps Engineer, you will be responsible for supporting the Build and Release Automation for the various Applications and operations.
",NA,devops+engineer
14402,"Bengaluru, Karnataka",VMware and DevOps Specialist,Hewlett Packard Enterprise,NA,"
This organization is moving from a traditional incident management to a DevOps model for support.
Working experience in key practices of DevOps :
",3.8,devops+engineer
14403,"Mohali, Punjab",DevOps Engineer,Zversal Pvt Ltd,NA,"
Working on GitHub actions.
Job Types: Full-time, Regular / Permanent, Internship, Fresher.
",NA,devops+engineer
14404,"Bengaluru, Karnataka",Senior DevOps Engineer,Xactly Corporation,NA,"
Xactly takes Sales Performance Management from a dark art to a science, providing decision-makers with the data insights they need to tap the motivational power…
",3.5,devops+engineer
14405,"Panchkula, Haryana",AWS Cloud Engineer/ DevOps,Uengage Services,NA,"
Monitoring, understanding and scaling the cloud infrastructure.
Handling managing nginx web server.
Manage Databases such as MySQL, NoSQL, Elasticsearch, Redis…
",NA,devops+engineer
14406,"Hyderabad, Telangana",Dev Ops Engineer,ADCI HYD 13 SEZ,NA,"
This engineer will collaborate with business teams, program/project management teams, and software engineering teams to help articulate amazon fulfillment…
",3.5,devops+engineer
14407,"Remote in Chandigarh, Chandigarh",Devops Engineer,iNVERTEDi IT Consultancy Pvt Ltd,NA,"
A highly skilled engineer with strong skills in IT Operations.
The role would efficiently design and deploy technical Azure DevOps pipelines that would…
",3.0,devops+engineer
14408,"Pune, Maharashtra",Cloud and DevOps Engineer (5-8 years),Siemens,NA,"
You will be Responsible to Define, implement, deploy and maintain development, staging & production environments for cloud-based (Amazon Web Services, AWS)…
",4.0,devops+engineer
14409,"Bengaluru, Karnataka",Azure DevOps Engineer,Mobile Programming LLC,"₹5,00,000 - ₹13,00,000 a year","4+yrs Experience required in Azure Location can be Bengaluru, Chennai, Pune, Gurugram, Mohali, Dehradun Job Type: Full-time Salary: ₹500,000.00 - ₹1,300,000…",NA,devops+engineer
14410,"Chennai, Tamil Nadu+1 location",Devops Engineer,Six Sigma,"₹35,834 a month","
Experience - Minimum No.Of Years 3.0.
Experience - Maximum No.Of Years 3.0.
",3.6,devops+engineer
14411,"Hyderabad, Telangana",Lead AWS DevOps Engineer,Experian,NA,"
The Lead AWS Dev Ops Engineer is a hands-on technical position responsible for architecting, designing and implementing enhancements, extensions, and…
",3.6,devops+engineer
14412,Remote,BigData DevOps Infrastructure Engineer,"Zoom Video Communications, Inc.",NA,"
Daily operational tasks on BigData platform including troubleshooting and deployment tasks.
Production environment support to BigData team members.
",NA,devops+engineer
14413,"Bengaluru, Karnataka",DevOps Engineer,Samniya,NA,"
Skills - Embedded C, device drivers,Micro Controller,Adaptive AUTOSAR,Tool Chain,Java, Groovy and Bash,Tresos,Github,Jenkins,GNU,Python,agile,scrum.
",NA,devops+engineer
14414,"Bengaluru, Karnataka",newDevOps Engineer I/II- Productions operations,Zeta,NA,"
Deploy and manage Containers orchestration, Service mesh, API gateways, CI/CD components & Observability stacks.
2+ years of relevant work experience.
",3.9,devops+engineer
14415,"Hyderabad, Telangana",Senior Devops Engineer,Menlo Technologies,NA,"
Extensive background in Linux system administration.
Strong experience with environment and deployment automation.
Cloud formation, Puppet, Chef, and Ansible.
",NA,devops+engineer
14416,"Noida, Uttar Pradesh",DevOps Engineer,Gortnm Innovations Pvt Ltd,"₹20,000 - ₹30,000 a month","
Build standards, patterns, and tools that help engineers in other squads make effective use of infrastructure;
Job Types: Full-time, Regular / Permanent.
",NA,devops+engineer
14417,"Ahmedabad, Gujarat",DevOps Engineer,Swaraa Tech Solutions,NA,"
Assist other department engineers in creating practical demonstrations of proposed solutions and demonstrating them to other members of the team.
",NA,devops+engineer
14418,"Ahmedabad, Gujarat",DevOps Engineer,AIPXPERTS TECHNOLABS,NA,"
Must have knowledge and experience configuring and executing CI/CD Pipelines.
Must have experience working on Ubuntu, Linux-based infrastructure.
",NA,devops+engineer
14419,Temporarily Remote in India,Senior DevOps Engineer,Wingify Software Pvt. Ltd.,NA,"
Bachelor’s/Master’s degree in computer science or related field.
4-6 years of experience in working with production systems and software engineering.
",NA,devops+engineer
14420,"Hyderabad, Telangana",Devops Engineer,Atmecs,NA,"
You must possess a high standard of excellence, solid written and verbal communication skills, have a strong customer focus, and be capable of technical.
",NA,devops+engineer
14421,"Bengaluru, Karnataka",Devops Lead Engineer,Laminaar Aviation Infotech,NA,"
Educational Qualification: Bachelors/ Masters Degree in Information Technology, Computer Science or Engineering.
",NA,devops+engineer
14422,"Chennai, Tamil Nadu",AWS DevOps Engineer | Java/Springboot DevOps | Chennai | Tra...,Photon,NA,"
4-6 years of experience as a full-stack engineer – (Java/ Springboot language).
4-6 years of experience with scripting languages such as Python, Ruby, Groovy.
",3.5,devops+engineer
14423,"Mumbai, Maharashtra",Lead Devops Engineer,Crimson Interactive,NA,"
Experience with using a broad range of AWS technologies (e.g. EC2, RDS, ELB, EBD, S3, VPC, IAM, CloudWatch, KMS) to develop and maintain an Amazon AWS based…
",3.1,devops+engineer
14424,"Bengaluru, Karnataka",newSenior Software Engineer - Devops Developer,CGI Inc,NA,"
Monitor and troubleshoot kubernetes pods that are highly available, scalable, and self-healing in Azure and AWS.
",3.6,devops+engineer
14425,"Noida, Uttar Pradesh",DevOps Engineer,Foxit eSign,NA,"
The candidate must have overall 4+ years of experience.
Must have experience in: AWS, Docker, Kubernetes, Cloud Formation, Terraform, Scripting, Logs Management…
",NA,devops+engineer
14426,"Bengaluru, Karnataka",newDevOps Engineer (GTS) - Engineer II,FICO,NA,"
Collaborate with other engineers on design, analysis, architecture/modeling, implementation, unit testing, code reviews and process enhancements.
",3.6,devops+engineer
14427,Maharashtra,DevOps Engineer,SailPoint,NA,"
Strong interpersonal and teaming skills - ability to set and enforce process and influence engineers who are not direct reports.
",4.1,devops+engineer
14428,"Vadodara, Gujarat",newDev Ops Engineer,Intricare Technologies,NA,"
Planning the team structure, activities, and involvement in project management activities.
Managing stakeholders and external interfaces.
",4.5,devops+engineer
14429,"Hyderabad, Telangana",ONSITE | Tibco iProcess & Devops Engineer,Squalas,NA,"
We have an opening in EUROPE where the client is looking for a longterm DevOps position with good Tibco iProcess track of record.
",NA,devops+engineer
