,location,title,company,salary,summary,rating,clean_location,clean_title
467,"Bengaluru, Karnataka",newSenior Manager - Marketing & User Data analytics,Philips,,"
Ability to optimise performance of run time for different solutions on the data infrastructure.
As part of MDA, this position will be responsible for Building…
",4.0,"Bengaluru, Karnataka",Senior Manager Marketing & User Data analytics
468,"Bengaluru, Karnataka",Data Scientist,Koch Business Solutions India,,"
Design and upkeep explanatory data models.
Experience in working with time series data.
Certification in data science from a recognized institute.
",3.6,"Bengaluru, Karnataka",Data Scientist
469,"Bengaluru, Karnataka",Senior Machine Learning Scientist,Algonomy,,"
Experience with databases, distributed data, and data wrangling.
Working with experimental and live data.
Committing and reviewing code in Python, Tensorflow,…
",,"Bengaluru, Karnataka",Senior Machine Learning Scientist
470,"Delhi, Delhi",Sr.Data Scientist,Innefu Labs Pvt. Ltd.,,"
Must be able to handle deployment complexities like big data management, model integration to existing environment.
Minimum 2+ Yrs. of experience in NLP.
",3.5,"Delhi, Delhi",Sr.Data Scientist
471,"Hyderabad, Telangana",Data Scientist - Senior Analyst,Deloitte,,"
3+ years’ developing, delivering, and/or supporting data science, advanced analytics, or business intelligence solutions.
Data Science Solution- Senior Analyst.
",4.0,"Hyderabad, Telangana",Data Scientist Senior Analyst
472,"Mumbai, Maharashtra",Technical Lead - Machine Learning,IDfy,,"
You are a seasoned machine learning engineer (or data scientist).
Work on all aspects of a production machine learning platform: acquiring data, training and…
",4.3,"Mumbai, Maharashtra",Technical Lead Machine Learning
473,"Remote in Mumbai, Maharashtra",newDirector- Financial Services - Management Consulting Analyti...,PwC,Full-time,"
Apply expertise in quantitative business analysis, data mining, and the presentation of data to see beyond the numbers.
Exposure to SAS is a plus.
",4.0,"Mumbai, Maharashtra",Director Financial Services Management Consulting Analyti
474,"Chandigarh, Chandigarh",Data Scientist,XenonStack,,"
Enhancing data collection procedures to include information that is relevant for building analytic systems.
Extending company’s data with third-party sources of…
",2.0,"Chandigarh, Chandigarh",Data Scientist
475,"Gurgaon, Haryana+1 location","Applied Scientist, Taskless",ADCI HYD 13 SEZ,Full-time,"
As an applied machine learning scientist, you work with a team of scientists and engineers to drive research directions.
Design, experiment and evaluate models.
",3.5,"Gurgaon, Haryana",Applied Scientist Taskless
476,"Bengaluru, Karnataka",newAI/ML Engineer,Bosch Group,Full-time,"
Able to understand various data structures and common methods in data transformation.
Overall 5+ years of IT experience with minimum of 4+ years’ experience…
",4.1,"Bengaluru, Karnataka",AIML Engineer
477,"Chennai, Tamil Nadu",Data Science Intern,Ganit,Full-time +1,"
Conducting complex data analysis to ensure data quality & reliability, i.e., make the data talk by extracting, preparing, and transforming it.
",,"Chennai, Tamil Nadu",Data Science Intern
478,"Indore, Madhya Pradesh",Data Scientist,GenieTalk,,"
Proficiency in Python data science tools.
Extending company’s data with third party sources of information when needed.
",2.5,"Indore, Madhya Pradesh",Data Scientist
479,"Pune, Maharashtra",Associate Data Scientist,Innoplexus,,"
Develop solutions for realworld noisy data, large-scale problems.
Analyse and extract relevant information from large amounts of data to help in automating the…
",4.4,"Pune, Maharashtra",Associate Data Scientist
480,"Chennai, Tamil Nadu",ML Engineer,Merit Group,Full-time,"
Effective visualization of the text data and make inferences based on that, should also come up with appropriate data cleansing technique.
",3.9,"Chennai, Tamil Nadu",ML Engineer
481,"Remote in Delhi, Delhi",Machine Learning Engineer,Insta Admission Private Limited,"₹15,000 a monthPart-time +1Flexible shift +3","
Understanding of data structures, data modeling and software architecture.
Study and transform data science prototypes.
Total work: 1 year (Preferred).
",,"Delhi, Delhi",Machine Learning Engineer
482,"Chennai, Tamil Nadu",NLP Engineer with RASA,Twixor,"₹3,00,000 - ₹10,00,000 a yearFull-timeMorning shift +1","
You have to transform natural data into features useful to feed in classification algorithms.
The NLP engineer should be capable of processing natural language…
",,"Chennai, Tamil Nadu",NLP Engineer RASA
483,"Bengaluru, Karnataka",Machine Learning Engineer,TAC Security,,"
— Ensures software applications are built with quality while conforming to corporate and regulatory processes and practices by.
",,"Bengaluru, Karnataka",Machine Learning Engineer
484,"Bengaluru, Karnataka",Data Scientist,HEAPS Health,,"
1-4 years of prior data science experience.
Expertise in the use of cloud based infrastructure to manage the volume and veracity of complex data streams.
",,"Bengaluru, Karnataka",Data Scientist
485,"Bengaluru, Karnataka",Machine Learning Technology Educator,Accenture,Full-time,"
Project Role Description :Instrumental in keeping technology talent market relevant, by upskilling and cross skilling them.
15 years of full time education.
",4.0,"Bengaluru, Karnataka",Machine Learning Technology Educator
486,"Bengaluru, Karnataka",Lead Data Scientist,Blinkit,,"
Experience with big data tools like Spark, Hadoop is a plus.
Collaborate with various stakeholders to identify complex business problems and break them down…
",,"Bengaluru, Karnataka",Lead Data Scientist
487,"Remote in Bengaluru, Karnataka",Data Scientist - Marketplace,GO-JEK,,"
In this role, you will work with data scientists, machine learning engineers, and business users to build, deploy, and scale data science solutions on match…
",,"Bengaluru, Karnataka",Data Scientist Marketplace
488,"Kochi, Kerala",Assistant Data Scientist,Nielsen,Full-time,"
Extract data from platforms using SQL.
Create various data processing systems for analytic research and development purposes.
",3.8,"Kochi, Kerala",Assistant Data Scientist
489,"Chennai, Tamil Nadu",Manager - Product Analytics,Freshworks,Full-time,"
Ensure that data and analysis is presented in a format that is appropriate for a varied audience using data visualization, dashboards, or other methods.
",4.1,"Chennai, Tamil Nadu",Manager Product Analytics
490,"Bengaluru, Karnataka",Data Science Manager,Credit Saison,Full-time,"
Leading a team of data scientists and machine learning engineers to develop, implement, and test scalable solutions for the fintech/lending domain.
",,"Bengaluru, Karnataka",Data Science Manager
491,"Bengaluru, Karnataka",Data Scientist,Bharat Light & Power,,"
Experience with data analysis/Modelling.
Strong Python skills for data wrangling / analysis / visualization / modeling.
Highly skilled at Data Interpretation.
",,"Bengaluru, Karnataka",Data Scientist
492,"Chandigarh, Chandigarh",NLP Developer,CrossML,,"
Bachelor's or Master's degree in Computer Science, or equivalent education.
Minimum of 3-5 years of industry experience in OCR, NLP, NER, Text Mining, Sentiment…
",,"Chandigarh, Chandigarh",NLP Developer
493,"New Delhi, Delhi",Data Scientist,Fitfyles,Full-time,"
To perform data analyses on massive data sets, at scale.
Your imagination knows no bounds when it comes to slicing and dicing complex problems and data sets.
",,"New Delhi, Delhi",Data Scientist
494,"Hyderabad, Telangana",Data Analytics Fraud Specialist Senior – Fraud Risk Center,Deloitte,,"
2+ years of experience in relational databases, data frames, performing data transformations and data modelling.
",4.0,"Hyderabad, Telangana",Data Analytics Fraud Specialist Senior – Fraud Risk Center
495,"Bengaluru, Karnataka",Associate Data Science Engineer,Tekion,,"
> Robust data modelling and data architecture skills.
> Programming experience in Python/R/Java.
> Experience in SQL (Relational Database).
",,"Bengaluru, Karnataka",Associate Data Science Engineer
496,"Hyderabad, Telangana",Security Analyst,Microsoft,Full-time,"
2+ years' experience as a data scientist, software engineer, or security researcher.
Develop and enhance data analytics pipelines for cybersecurity and/or fraud…
",4.2,"Hyderabad, Telangana",Security Analyst
497,"Bengaluru, Karnataka",Data Scientist II- Time Prediction View Jobs,Swiggy,Full-time,"
Experience in mentoring a small team of data scientists preferably in a startup or tech company.
We are a group of data scientists, operations research…
",3.9,"Bengaluru, Karnataka",Data Scientist II Time Prediction View Jobs
498,"Noida, Uttar Pradesh",Senior Data Scientist,Precisely,Full-time,"
Experience in working with and developing capabilities for software products in areas such as data integration, data quality, location intelligence, data…
",,"Noida, Uttar Pradesh",Senior Data Scientist
499,"Agra, Uttar Pradesh",Data Scientist,Country Veggie,Full-time,"
Develop custom data models and algorithms to apply to data sets.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.
",,"Agra, Uttar Pradesh",Data Scientist
500,"Hyderabad, Telangana","Manager, GP COE Data Science and Engineering",Micron,,"
Mentor and develop team of data engineers, data science engineers and data architect.
Partner with the business analysis team in all aspects of data, from…
",3.7,"Hyderabad, Telangana",Manager GP COE Data Science Engineering
501,"Bengaluru, Karnataka",Quantitative Analytics Senior Manager,Wells Fargo,,"
Understanding and adherence to data management/data governance regulations and policies.
Identifies and recommends internal and external data sources, compiles/…
",3.7,"Bengaluru, Karnataka",Quantitative Analytics Senior Manager
502,"Hyderabad, Telangana",Security Analyst,Microsoft,,"
2+ years' experience as a data scientist, software engineer, or security researcher.
Develop and enhance data analytics pipelines for cybersecurity and/or fraud…
",4.2,"Hyderabad, Telangana",Security Analyst
503,"Bengaluru, Karnataka",Data Scientist II- Time Prediction View Jobs,Swiggy,,"
Experience in mentoring a small team of data scientists preferably in a startup or tech company.
We are a group of data scientists, operations research…
",3.9,"Bengaluru, Karnataka",Data Scientist II Time Prediction View Jobs
504,"Noida, Uttar Pradesh",Senior Data Scientist,Precisely,,"
Experience in working with and developing capabilities for software products in areas such as data integration, data quality, location intelligence, data…
",,"Noida, Uttar Pradesh",Senior Data Scientist
505,"Agra, Uttar Pradesh",Data Scientist,Country Veggie,,"
Develop custom data models and algorithms to apply to data sets.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.
",,"Agra, Uttar Pradesh",Data Scientist
506,"Mumbai, Maharashtra",Audit Data Scientist,Colgate-Palmolive,,"
Develop custom data models and algorithms to apply to data sets.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.
",4.3,"Mumbai, Maharashtra",Audit Data Scientist
507,"Bengaluru, Karnataka",Data Analyst - NLP,LSEG (London Stock Exchange Group),,"
The data analyst will be responsible for the full flow of the content testing process, from individual features to products or projects.
",3.7,"Bengaluru, Karnataka",Data Analyst NLP
508,"Bengaluru, Karnataka",Applied Scientist I,ADSIN - Karnataka,,"
Graduate degree (MS or PhD) in Electrical Engineering, Computer Science, Mathematics or Physics with specialization in speech recognition, natural language…
",3.5,"Bengaluru, Karnataka",Applied Scientist I
