,location,title,company,salary,summary,rating
5445,"Mumbai, Maharashtra",newSpecialist - Cloud & Infra Services,Larsen & Toubro Infotech Limited,,"
""• Should have 6+ years of experience in IT infra, Private cloud and Public cloud like AWS.
Provision Configure & Troubleshoot compute, network, storage and…
",3.7
5446,"Gurgaon, Haryana",Digital Cloud Solution Architect - Data & AI,Microsoft,,"
Develop deep relationships with key customer IT decision makers, who drive long-term cloud adoption within their company to enable them to be cloud advocates.
",4.2
5447,"Coimbatore, Tamil Nadu",RD67: Cloud Architect,QSSOT Technology,,"
Experience with hybrid cloud solutions that combine technology in the cloud with on-premise implementations.
Experience with cloud implementations and big data…
",
5448,"Bengaluru, Karnataka",SCM Architect,Oracle,,"
Oracle SCM Architect is client facing Subject Matter Expert role to lead our large customers through all phases of the implementation project life cycle.
",3.8
5449,"Bengaluru, Karnataka+2 locations",Software Engineer II,Microsoft,,"
Experience working with cloud and large scale data.
We are looking for an engineer with a passion to improve the state of the art.
",4.2
5450,India,Delivery Architect,Kyndryl,,"
Strong understanding of cloud services – IaaS, PaaS, SaaS in public, private and hybrid cloud environments.
Demonstrated strong ability to troubleshoot issues…
",3.4
5451,"Chennai, Tamil Nadu",Solutions Architect - AWS Enterprise,AISPL - Tamil Nadu,,"
Professional experience architecting/operating solutions built on AWS or other cloud technology.
This includes using your knowledge to craft scalable, flexible,…
",3.5
5452,"Chennai, Tamil Nadu",Solution Architect,Merit Group,,"
Years of Experience: 12 to 18 years.
Experience with Cloud Architecture like Azure /AWS.
Experience: Minimum 10 yrs in technical skills mentioned above.
",3.9
5453,"Remote in Mumbai, Maharashtra",AWS Solution Architect,Giro FinTech LTD,,"
Assist customers with migrating legacy applications to a cloud optimized architecture.
Function as SME and trusted advisor for accelerating and supporting our…
",
5454,"Pune, Maharashtra",newManager,Capgemini,,"
We are looking for MLOps Engineers Architects who can design ML system create data pipeline build and deploy ML models on cloud as well as on promises…
",3.8
5455,"Gurgaon, Haryana",Technical Consultant - Data Modelling,Fidelity International,,"
To actively liaise and partner with business stakeholders, data architects and data modellers as required to.
The role is responsible for creating, maintaining,…
",3.9
5456,"Hyderabad, Telangana+1 location",Data Engineer – Google Cloud,Virtusa,,"
Performing detail assessments of current state data platforms and creating an appropriate transition path to GCP cloud.
",3.7
5457,"Bengaluru, Karnataka",Private Cloud Consultant,Bosch Group,,"
8 to 10 years’ experience as a Private cloud consultant in providing technical solutions and design.
15+ years of experience in Virtualization technologies -…
",4.1
5458,"Pune, Maharashtra",Lead Application Architect,Barclays,,"
Ensure that all activities and duties are carried out in full compliance with regulatory requirements, Enterprise Wide Risk Management Framework and internal…
",3.9
5459,"Thiruvananthapuram, Kerala",ET_EYTS_14450_Engineer,EY,,"
Capability to help client’s structure, plan, estimate, deliver, deploy and operate the Teams services, cloud connectivity, and network infrastructures…
",4.0
5460,"Mumbai, Maharashtra",newAWS Architect,Revolo Infotech,"₹20,000 - ₹30,000 a month","
5+ year working with cloud technologies.
5+ years experience in Cloud and Data center migration project as solution architect.
Job Types: Part-time, Freelance.
",
5461,"Mumbai, Maharashtra",newJava Architect,LEADS 2 BUSINESS SOLUTIONS P LTD,"₹16,00,000 - ₹32,00,000 a year","
Design systems to meet the same.
Strong experience in OOAD and in applying Design patterns effectively.
At least 5 years’ hands-on experience in Java/ JEE…
",
5462,"Chennai, Tamil Nadu",Solution Architect,Standard Chartered,,"
Good knowledge\exposure to public cloud services on Azure/AWS.
A minimum of 12 years of experience in financial domain, as an architect or lead developer with…
",4.1
5463,"Chennai, Tamil Nadu",newSr. Analyst - Infrastructure,Poornam technologies Pvt Ltd,"₹40,000 - ₹50,000 a month","
Currently we have opening for the Position "" *Sr.
Salary- Salary is not constrain for right candidate.
Capacity planning, cost optimization and continuous…
",3.5
5464,India,newSalesforce Marketing Cloud Developer,SRIJAN TECHNOLOGIES,,"
Should have hands-on experience as this role requires significant technical experience and abilities with Salesforce Marketing Cloud and related cloud…
",3.9
5465,"Chennai, Tamil Nadu",newTelecom Architect,Incedo,,"
Proven experience with enterprise application integration and cloud solutions.
Analytical and problem-solving skills are necessary as a solution architect.
",
5466,"Bengaluru, Karnataka",newSalesforce Apttus CPQ Solution Architect,Accenture,,"
Project Role Description :Own the overall solution blueprint and roadmap, work closely with clients to articulate business problems and translate them into an…
",4.0
5467,"Gurgaon, Haryana",QA_3B 13,Incedo,,"
Experience in any cloud platform (Azure/AWS/GCP).
Our flexible career paths allow you to grow into a program manager, a technical architect or a domain expert…
",3.8
5468,"Ahmedabad, Gujarat",newTechnical Architect - Leader,IBM,,"
Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run…
",3.9
5469,India,DR Architect,Kyndryl,,"
Experience working on on-premises / cloud / hybrid cloud infrastructure.
Strong understanding of data protection (backup & recovery, DR, storage replication,…
",3.4
5470,"Bengaluru, Karnataka","newSolutions Architect, Alexa International",ASSPL - Karnataka,,"
The ideal candidate will possess excellent customer engagement and communication skills as well as the technical background to fluently interact and provide…
",3.5
5471,Hybrid remote in Orissa,Senior Technical Architect,General Dynamics UK,"₹61,600 - ₹77,000 a year","
This full-time IT Architect role offers a favourable salary of £61600-£77,000 and excellent benefits.
You will also provide technology roadmaps governed by key…
",3.8
5472,"Pune, Maharashtra",newSenior Delivery Manager-RPA,SearchBourne Consulting Private Limited,"₹25,00,000 - ₹39,50,000 a year","
Proficient in architecting RPA solutions in cloud environment, setting up infrastructure for UiPath (few years of development experience using any RPA tool is…
",
5473,"Bengaluru, Karnataka",Microsoft 365 Solution Architect,NOKIA,,"
Provide operational and administrative support of the applications in the cloud.
Mentoring and coaching more junior architects within the team through both…
",4.1
5474,"Pune, Maharashtra","Senior Architect, Internal Cloud Infrastructure",NVIDIA,,"
Excellent understanding of hybrid, multi-cloud architecture and edge computing concepts.
Guide/motivate/convince/mentor the architects on sub-systems and help…
",4.2
5475,India,Senior Level 3 Infrastructure Engineer,Aujla Business Systems,"₹12,00,000 - ₹16,00,000 a year","
Our Senior Infrastructure Engineers work with the Systems Architect to design, build, deliver and maintain complex on premises and cloud-based virtualised…
",
5476,India,Cloud Azure Architect (Infrastructure),Simplify Healthcare,,"
Minimum of 3+ years in a solution architecture role using service and hosting solutions such as private/public cloud IaaS, PaaS and SaaS platforms.
",
5477,"Mumbai, Maharashtra",Cisco UC Architect,Netrix LLC,,"
Responsible for management and resolution of Tier 3 & 4 escalated issues for complex technical incidents, including analysis, root cause determination and on…
",
5478,"Chennai, Tamil Nadu",Functional Tester,VELOCIX SOLUTIONS INDIA LLP,,"
Cloud DVR - Give consumers the ability to record content into personal cloud storage.
Live & VOD - Efficiently stream live TV and movies to a wide range of…
",
5479,"Kolkata, West Bengal",Senior Solution Architect - Cloud Native Kubernetes,Ericsson,,"
Will be involved in Software Architecting, Design, Development and Deployment mainly in Cloud & VNF area.
Pre-sales experience and In-depth insight on Core and…
",4.1
5480,"Remote in Delhi, Delhi",Java Architect,Baazi Games,,"
In depth understanding of cloud infrastructure that is highly available, end to end functioning of a cloud first product.
Good understanding of Linux/Unix.
",
5481,"Bengaluru, Karnataka",Matillion Architect,RARR Technologies,,"
AWS, Azure, ETL, GCP, Redshift.
Overall 10+ years in DWH and 2+ years of experience in Matillion ETL tool .
Good understanding of Cloud infrastructure like AWS…
",
5482,"Hyderabad, Telangana",Solution Architect,Pennywise Solutions,"₹7,92,253 - ₹20,83,174 a year","
Experience developing IT and cloud infrastructure (AWS, Azure, IBM).
Solutions architects must have 4 to 5 years of hands-on experience in the basic IT domains,…
",4.0
5483,"Hyderabad, Telangana",Sr. Technical Architect,VasysTRON,,"
Well versed with different architectural patterns including cloud.
Technical Skills – Microsoft Stack, O365, Azure, Project Online, PPM Pro Planview.
",
5484,"Hyderabad, Telangana",Microservices Architect,Infosys Limited,,"
A day in the life of an Infoscion • As part of the Infosys delivery team, your primary role would be to provide best fit architectural solutions for one or more…
",3.9
5485,"Bengaluru, Karnataka",newSolutions Architect,Nutanix,,"
It enable customers to deploy an easy-to-use, scale out storage fabric across their different cloud environments to simplify data management and effectively…
",3.8
5486,"Chennai, Tamil Nadu",Data Architect,Logitech,,"
5+ years in a data architect role.
The Data Architect is responsible to oversee the technical architecture, data model, and performance of data solutions;…
",4.0
5488,"Noida, Uttar Pradesh",Infrastructure Specialist-Hybrid Cloud Projects (Cloud Platf...,Kyndryl,,"
Our IBM Global Technology Services (GTS) helps clients plan, implement and lead an efficient, resilient, flexible IT infrastructure.
",3.4
5489,India,Cloud Architect for Multi-Cloud Managed Services(MCMS),Kyndryl,,"
12-20 years of experience and overall understanding of cloud and non-cloud technologies.
If you have applied for an IBM role previously, you will be able to log…
",3.4
